sentence_number	batch	model	prompt	temperature	bertscore_precision	bertscore_recall	bertscore_f1	CHRF	COMET
42	1	ChatGPT 4	prompt3	0	[0.688366711139679]	[0.7112244963645935]	0.6996089220046997	38.17555336583413	[0.82602459192276]
43	1	ChatGPT 4	prompt3	0	[0.9999998807907104]	[0.9999998807907104]	0.9999998807907104	100.0	[0.9898729920387268]
44	1	ChatGPT 4	prompt3	0	[0.9999998807907104]	[0.9999998807907104]	0.9999998807907104	100.0	[0.9905000329017639]
45	1	ChatGPT 4	prompt3	0	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
46	1	ChatGPT 4	prompt3	0	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
47	1	ChatGPT 4	prompt3	0	[0.918220043182373]	[0.9287158250808716]	0.9234381318092346	68.5256889057238	[0.8936678767204285]
48	1	ChatGPT 4	prompt3	0	[0.9635806083679199]	[0.9579743146896362]	0.9607692360877991	76.00004297523994	[0.9458139538764954]
49	1	ChatGPT 4	prompt3	0	[0.9079351425170898]	[0.8673744201660156]	0.8871914148330688	71.23902402413714	[0.8913924098014832]
50	1	ChatGPT 4	prompt3	0	[0.8512664437294006]	[0.8832947015762329]	0.8669848442077637	41.47278913638714	[0.6715637445449829]
51	1	ChatGPT 4	prompt3	0	[0.8166481256484985]	[0.8485015630722046]	0.8322701454162598	36.79856073625336	[0.891527533531189]
52	1	ChatGPT 4	prompt3	0	[0.8735438585281372]	[0.8529346585273743]	0.8631162047386169	52.85415404851792	[0.8634909987449646]
53	1	ChatGPT 4	prompt3	0	[0.9507479667663574]	[0.9638041853904724]	0.9572315216064453	73.17088515377122	[0.9673736691474915]
54	1	ChatGPT 4	prompt3	0	[0.9310860633850098]	[0.9412651658058167]	0.936147928237915	67.76472852709833	[0.9446495175361633]
55	1	ChatGPT 4	prompt3	0	[0.929360032081604]	[0.9271845817565918]	0.9282710552215576	67.90699213432762	[0.9443936347961426]
56	1	ChatGPT 4	prompt3	0	[0.913557767868042]	[0.8802210092544556]	0.8965796232223511	50.731123453953366	[0.9225537776947021]
57	1	ChatGPT 4	prompt3	0	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
58	1	ChatGPT 4	prompt3	0	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
59	1	ChatGPT 4	prompt3	0	[0.8330552577972412]	[0.8733392357826233]	0.8527217507362366	66.09480851352107	[0.880749523639679]
60	1	ChatGPT 4	prompt3	0	[0.7327944040298462]	[0.6788871884346008]	0.7048115134239197	20.88126969739233	[0.49148449301719666]
61	1	ChatGPT 4	prompt3	0	[1.0]	[1.0]	1.0	100.0	[0.9810548424720764]
62	1	ChatGPT 4	prompt3	0	[1.0]	[1.0]	1.0	100.0	[0.9905698895454407]
63	1	ChatGPT 4	prompt3	0	[1.0]	[1.0]	1.0	100.0	[0.9877201914787292]
64	1	ChatGPT 4	prompt3	0	[0.9276845455169678]	[0.9276845455169678]	0.9276845455169678	62.80962491153574	[0.8611641526222229]
65	1	ChatGPT 4	prompt3	0	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
66	1	ChatGPT 4	prompt3	0	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
67	1	ChatGPT 4	prompt3	0	[0.9531142711639404]	[0.9265991449356079]	0.939669668674469	64.00562631864523	[0.950827956199646]
68	1	ChatGPT 4	prompt3	0	[0.8618096709251404]	[0.8393446207046509]	0.8504288196563721	48.39804788493595	[0.814344048500061]
69	1	ChatGPT 4	prompt3	0	[0.8381853699684143]	[0.8086869120597839]	0.8231719732284546	43.02704199042246	[0.6758605241775513]
70	1	ChatGPT 4	prompt3	0	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9907765984535217]
71	1	ChatGPT 4	prompt3	0	[0.8918931484222412]	[0.8961085677146912]	0.8939958214759827	73.3894644366642	[0.9253643155097961]
72	1	ChatGPT 4	prompt3	0	[1.0]	[1.0]	1.0	100.0	[0.9750762581825256]
73	1	ChatGPT 4	prompt3	0	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9916960597038269]
74	1	ChatGPT 4	prompt3	0	[0.8917655348777771]	[0.9081770777702332]	0.899896502494812	54.74121863135861	[0.9565933346748352]
75	1	ChatGPT 4	prompt3	0	[0.76711106300354]	[0.76711106300354]	0.76711106300354	19.332925566238984	[0.8135027289390564]
76	1	ChatGPT 4	prompt3	0	[0.8120322227478027]	[0.7856553792953491]	0.7986260652542114	25.02558363384822	[0.9295548796653748]
77	1	ChatGPT 4	prompt3	0	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
78	1	ChatGPT 4	prompt3	0	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
79	1	ChatGPT 4	prompt3	0	[0.9424571990966797]	[0.8973191976547241]	0.9193344712257385	75.01240546137652	[0.829511821269989]
80	1	ChatGPT 4	prompt3	0	[0.7410888671875]	[0.7634938359260559]	0.752124547958374	36.40600942275522	[0.7168304920196533]
81	1	ChatGPT 4	prompt3	0	[0.7666717767715454]	[0.7568389773368835]	0.7617236971855164	40.365516331280816	[0.698030412197113]
82	1	ChatGPT 4	prompt3	0	[0.8032009601593018]	[0.7930614948272705]	0.7980990409851074	47.48896149444862	[0.799564003944397]
83	1	ChatGPT 4	prompt3	0	[1.0]	[1.0]	1.0	100.0	[0.9820341467857361]
84	1	ChatGPT 4	prompt3	0	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9840215444564819]
85	1	ChatGPT 4	prompt3	0	[0.9999997615814209]	[0.9999997615814209]	0.9999997615814209	100.0	[0.9859870076179504]
86	1	ChatGPT 4	prompt3	0	[1.0000001192092896]	[1.0000001192092896]	1.0000001192092896	100.0	[0.9899653792381287]
87	1	ChatGPT 4	prompt3	0	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
88	1	ChatGPT 4	prompt3	0	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
89	1	ChatGPT 4	prompt3	0	[0.8470731973648071]	[0.8081932067871094]	0.827176570892334	69.112034670537	[0.8897587656974792]
90	1	ChatGPT 4	prompt3	0	[0.7410888671875]	[0.7634938359260559]	0.752124547958374	36.40600942275522	[0.7168304920196533]
91	1	ChatGPT 4	prompt3	0	[1.000000238418579]	[1.000000238418579]	1.000000238418579	100.0	[0.9849644899368286]
92	1	ChatGPT 4	prompt3	0	[0.9999998807907104]	[0.9999998807907104]	0.9999998807907104	100.0	[0.9811449646949768]
93	1	ChatGPT 4	prompt3	0	[0.9999997615814209]	[0.9999997615814209]	0.9999997615814209	100.0	[0.9859870076179504]
94	1	ChatGPT 4	prompt3	0	[1.0000001192092896]	[1.0000001192092896]	1.0000001192092896	100.0	[0.9899653792381287]
95	1	ChatGPT 4	prompt3	0	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
96	1	ChatGPT 4	prompt3	0	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
97	1	ChatGPT 4	prompt3	0	[1.0]	[1.0]	1.0	100.0	[0.9846649765968323]
98	1	ChatGPT 4	prompt3	0	[1.0]	[1.0]	1.0	100.0	[0.9818198084831238]
99	1	ChatGPT 4	prompt3	0	[0.8473143577575684]	[0.8196026086807251]	0.8332281112670898	58.36038256975312	[0.8819745182991028]
100	1	ChatGPT 4	prompt3	0	[1.0000001192092896]	[1.0000001192092896]	1.0000001192092896	100.0	[0.9847012758255005]
101	1	ChatGPT 4	prompt3	0	[0.8532504439353943]	[0.8265244364738464]	0.8396748304367065	58.8185586838898	[0.890158474445343]
102	1	ChatGPT 4	prompt3	0	[0.8649278283119202]	[0.9008915424346924]	0.8825435042381287	76.86598560841522	[0.9713487029075623]
103	1	ChatGPT 4	prompt3	0	[0.8549333810806274]	[0.8911646008491516]	0.8726730346679688	76.86598560841522	[0.9602470993995667]
104	1	ChatGPT 4	prompt3	0	[0.8037731647491455]	[0.7837345600128174]	0.7936273813247681	47.46797557763678	[0.8385725617408752]
105	1	ChatGPT 4	prompt3	0	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
106	1	ChatGPT 4	prompt3	0	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
107	1	ChatGPT 4	prompt3	0	[0.9017170667648315]	[0.889417827129364]	0.8955252170562744	75.34617117343416	[0.927558958530426]
108	1	ChatGPT 4	prompt3	0	[0.9323157072067261]	[0.9505850672721863]	0.9413617849349976	81.64975875749052	[0.9384567737579346]
109	1	ChatGPT 4	prompt3	0	[0.8090184926986694]	[0.7950881123542786]	0.8019927740097046	46.46618759711896	[0.9123072028160095]
110	1	ChatGPT 4	prompt3	0	[0.9819961786270142]	[0.9819961786270142]	0.9819961786270142	84.67438655578525	[0.9642909169197083]
111	1	ChatGPT 4	prompt3	0	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
112	1	ChatGPT 4	prompt3	0	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
113	1	ChatGPT 4	prompt3	0	[0.9495998024940491]	[0.9389668107032776]	0.9442533850669861	86.41559078617509	[0.9129464030265808]
114	1	ChatGPT 4	prompt3	0	[0.9772573113441467]	[0.989866316318512]	0.9835214018821716	94.45281019937777	[0.9614576697349548]
115	1	ChatGPT 4	prompt3	0	[0.7481834888458252]	[0.708786129951477]	0.7279521822929382	32.12042853194759	[0.5672875046730042]
116	1	ChatGPT 4	prompt3	0	[0.8971158266067505]	[0.8228244185447693]	0.8583657145500183	53.012714220161925	[0.932470977306366]
117	1	ChatGPT 4	prompt3	0	[1.0]	[1.0]	1.0	100.0	[0.9814565777778625]
118	1	ChatGPT 4	prompt3	0	[0.9801735877990723]	[0.9801735877990723]	0.9801735877990723	89.14119902462402	[0.9489423036575317]
119	1	ChatGPT 4	prompt3	0	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
120	1	ChatGPT 4	prompt3	0	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
121	1	ChatGPT 4	prompt3	0	[0.8501608371734619]	[0.8634622693061829]	0.8567599654197693	55.63429830220875	[0.8627777099609375]
122	1	ChatGPT 4	prompt3	0	[0.703654944896698]	[0.7114887833595276]	0.7075501680374146	30.128561042767245	[0.6639888882637024]
123	1	ChatGPT 4	prompt3	0	[0.8989184498786926]	[0.874333381652832]	0.8864555358886719	60.2469086305971	[0.9266742467880249]
124	1	ChatGPT 4	prompt3	0	[1.0]	[1.0]	1.0	100.0	[0.9866815805435181]
125	1	ChatGPT 4	prompt3	0	[1.0]	[1.0]	1.0	100.0	[0.9891265630722046]
126	1	ChatGPT 4	prompt3	0	[0.688366711139679]	[0.7112244963645935]	0.6996089220046997	38.17555336583413	[0.82602459192276]
127	1	ChatGPT 4	prompt3	0	[0.9999998807907104]	[0.9999998807907104]	0.9999998807907104	100.0	[0.9898729920387268]
128	1	ChatGPT 4	prompt3	0	[0.9999998807907104]	[0.9999998807907104]	0.9999998807907104	100.0	[0.9905000329017639]
129	1	ChatGPT 4	prompt3	0	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
130	1	ChatGPT 4	prompt3	0	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
131	1	ChatGPT 4	prompt3	0	[0.8773316144943237]	[0.862703263759613]	0.8699559569358826	65.75447567069813	[0.7279120683670044]
132	1	ChatGPT 4	prompt3	0	[0.8512664437294006]	[0.8832947015762329]	0.8669848442077637	41.47278913638714	[0.6715637445449829]
133	1	ChatGPT 4	prompt3	0	[0.8495683670043945]	[0.8664153218269348]	0.8579091429710388	45.60948051613132	[0.8516346216201782]
134	1	ChatGPT 4	prompt3	0	[0.7813819646835327]	[0.823805570602417]	0.8020331263542175	41.883776814972606	[0.894775927066803]
135	1	ChatGPT 4	prompt3	0	[0.8792421817779541]	[0.8199180364608765]	0.8485444784164429	44.63203161110588	[0.8791147470474243]
136	1	ChatGPT 4	prompt3	0	[0.8294575810432434]	[0.7825111746788025]	0.805300772190094	37.768161388445996	[0.9344386458396912]
137	1	ChatGPT 4	prompt3	0	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
138	1	ChatGPT 4	prompt3	0	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
139	1	ChatGPT 4	prompt3	0	[0.8728681802749634]	[0.8423119187355042]	0.8573178648948669	53.812023747129686	[0.8757749199867249]
140	1	ChatGPT 4	prompt3	0	[0.8708698153495789]	[0.8550985455513]	0.862912118434906	55.912166032246716	[0.8189200758934021]
141	1	ChatGPT 4	prompt3	0	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9907280206680298]
142	1	ChatGPT 4	prompt3	0	[1.0]	[1.0]	1.0	100.0	[0.9854109883308411]
143	1	ChatGPT 4	prompt3	0	[0.8053783178329468]	[0.7751820087432861]	0.7899917364120483	40.02713038683816	[0.9010968208312988]
144	1	ChatGPT 4	prompt3	0	[0.6711651086807251]	[0.6844106912612915]	0.6777231693267822	10.104265737850131	[0.562500536441803]
145	1	ChatGPT 4	prompt3	0	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9877792000770569]
146	1	ChatGPT 4	prompt3	0	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
147	1	ChatGPT 4	prompt3	0	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
148	1	ChatGPT 4	prompt3	0	[0.8398841023445129]	[0.8958477973937988]	0.866963803768158	84.69425103926595	[0.9103475213050842]
149	1	ChatGPT 4	prompt3	0	[0.8872215747833252]	[0.8847383856773376]	0.8859781622886658	64.30107308223336	[0.9236830472946167]
150	1	ChatGPT 4	prompt3	0	[0.9405598640441895]	[0.9251816272735596]	0.9328073859214783	76.92823670254971	[0.947466254234314]
151	1	ChatGPT 4	prompt3	0	[1.0]	[1.0]	1.0	100.0	[0.9866815805435181]
152	1	ChatGPT 4	prompt3	0	[1.0]	[1.0]	1.0	100.0	[0.9891265630722046]
153	1	ChatGPT 4	prompt3	0	[0.688366711139679]	[0.7112244963645935]	0.6996089220046997	38.17555336583413	[0.82602459192276]
154	1	ChatGPT 4	prompt3	0	[0.9999998807907104]	[0.9999998807907104]	0.9999998807907104	100.0	[0.9898729920387268]
155	1	ChatGPT 4	prompt3	0	[0.9999998807907104]	[0.9999998807907104]	0.9999998807907104	100.0	[0.9905000329017639]
156	1	ChatGPT 4	prompt3	0	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
157	1	ChatGPT 4	prompt3	0	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
158	1	ChatGPT 4	prompt3	0	[0.9623200297355652]	[0.9332159757614136]	0.9475446343421936	73.66846984708924	[0.9102980494499207]
159	1	ChatGPT 4	prompt3	0	[0.8958763480186462]	[0.8925502896308899]	0.8942102193832397	61.181490549985526	[0.8961648941040039]
160	1	ChatGPT 4	prompt3	0	[1.0]	[1.0]	1.0	100.0	[0.9824785590171814]
161	1	ChatGPT 4	prompt3	0	[0.8512664437294006]	[0.8832947015762329]	0.8669848442077637	41.47278913638714	[0.6715637445449829]
162	1	ChatGPT 4	prompt3	0	[0.9015011191368103]	[0.8971936106681824]	0.8993421792984009	65.147898466514	[0.9132174849510193]
163	1	ChatGPT 4	prompt3	0	[0.7750221490859985]	[0.7849774360656738]	0.7799680233001709	51.00367004886394	[0.8315823078155518]
164	1	ChatGPT 4	prompt3	0	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9878422617912292]
165	1	ChatGPT 4	prompt3	0	[1.0]	[1.0]	1.0	100.0	[0.9813385009765625]
166	1	ChatGPT 4	prompt3	0	[1.0]	[1.0]	1.0	100.0	[0.9883447289466858]
167	1	ChatGPT 4	prompt3	0	[0.886623740196228]	[0.886623740196228]	0.886623740196228	19.755838517863427	[0.9026514887809753]
168	1	ChatGPT 4	prompt3	0	[0.8985819816589355]	[0.8985819816589355]	0.8985819816589355	67.23185459091977	[0.9626121520996094]
169	1	ChatGPT 4	prompt3	0	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
170	1	ChatGPT 4	prompt3	0	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
171	1	ChatGPT 4	prompt3	0	[0.8142377138137817]	[0.805830180644989]	0.81001216173172	48.56789026333136	[0.8406532406806946]
172	1	ChatGPT 4	prompt3	0	[0.818721354007721]	[0.886978030204773]	0.851483941078186	53.27310504893208	[0.8387558460235596]
173	1	ChatGPT 4	prompt3	0	[0.8637082576751709]	[0.8291944265365601]	0.8460994958877563	58.83817614205829	[0.8449429869651794]
174	1	ChatGPT 4	prompt3	0	[0.8577969074249268]	[0.8259414434432983]	0.8415678143501282	57.19204061457807	[0.8050339818000793]
175	1	ChatGPT 4	prompt3	0	[0.8171965479850769]	[0.8214486837387085]	0.8193171620368958	37.93308551368644	[0.8935802578926086]
176	1	ChatGPT 4	prompt3	0	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
177	1	ChatGPT 4	prompt3	0	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
178	1	ChatGPT 4	prompt3	0	[0.8137028217315674]	[0.8591536283493042]	0.8358107805252075	49.73888740642893	[0.8492462038993835]
179	1	ChatGPT 4	prompt3	0	[0.7436392903327942]	[0.778415858745575]	0.7606303095817566	47.802066960661534	[0.6543684005737305]
180	1	ChatGPT 4	prompt3	0	[0.8512664437294006]	[0.8832947015762329]	0.8669848442077637	41.47278913638714	[0.6715637445449829]
181	1	ChatGPT 4	prompt3	0	[0.8659459948539734]	[0.8283541798591614]	0.8467330932617188	51.49069366362984	[0.8433032631874084]
182	1	ChatGPT 4	prompt3	0	[1.0000001192092896]	[1.0000001192092896]	1.0000001192092896	100.0	[0.9890469908714294]
183	1	ChatGPT 4	prompt3	0	[0.8084090948104858]	[0.7348829507827759]	0.769894540309906	15.554126195188564	[0.7808852195739746]
184	1	ChatGPT 4	prompt3	0	[0.9346663951873779]	[0.8737625479698181]	0.9031888842582703	56.70997971803937	[0.9277299642562866]
185	1	ChatGPT 4	prompt3	0	[0.7417637705802917]	[0.6996220350265503]	0.720076858997345	17.24113618525268	[0.669170081615448]
186	1	ChatGPT 4	prompt3	0	[0.8649357557296753]	[0.7588099837303162]	0.808404803276062	31.92437129204907	[0.6330416798591614]
187	1	ChatGPT 4	prompt3	0	[0.9579725861549377]	[0.9394285678863525]	0.9486100077629089	60.892310748988244	[0.9612903594970703]
188	1	ChatGPT 4	prompt3	0	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
189	1	ChatGPT 4	prompt3	0	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
190	1	ChatGPT 4	prompt3	0	[0.8687793016433716]	[0.8317947387695312]	0.8498848676681519	54.757493852778	[0.9022958278656006]
191	1	ChatGPT 4	prompt3	0	[0.8437373638153076]	[0.803007960319519]	0.8228690028190613	57.44666952194275	[0.760391891002655]
192	1	ChatGPT 4	prompt3	0	[0.7312445640563965]	[0.7232850790023804]	0.7272430658340454	30.60876815867199	[0.8204394578933716]
193	1	ChatGPT 4	prompt3	0	[1.0]	[1.0]	1.0	100.0	[0.9820767641067505]
194	1	ChatGPT 4	prompt3	0	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9895122051239014]
195	1	ChatGPT 4	prompt3	0	[0.9120160341262817]	[0.9166792035102844]	0.9143416285514832	71.40269161123327	[0.9338798522949219]
196	1	ChatGPT 4	prompt3	0	[0.7621548175811768]	[0.7483494281768799]	0.7551890015602112	35.11850956176702	[0.8829887509346008]
197	1	ChatGPT 4	prompt3	0	[0.8519081473350525]	[0.8354208469390869]	0.843583881855011	35.11850956176702	[0.6779604554176331]
198	1	ChatGPT 4	prompt3	0	[0.8983017206192017]	[0.8843756318092346]	0.8912842869758606	37.171408257282835	[0.8217856287956238]
199	1	ChatGPT 4	prompt3	0	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
200	1	ChatGPT 4	prompt3	0	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
201	1	ChatGPT 4	prompt3	0	[0.8095431327819824]	[0.7933360934257507]	0.8013576865196228	51.401093056849355	[0.8332406878471375]
202	1	ChatGPT 4	prompt3	0	[0.919333279132843]	[0.8654922246932983]	0.8916006684303284	44.553112680635756	[0.904007613658905]
203	1	ChatGPT 4	prompt3	0	[0.8331242799758911]	[0.8018014430999756]	0.8171627521514893	46.50992916571358	[0.8218459486961365]
204	1	ChatGPT 4	prompt3	0	[0.970464825630188]	[0.970464825630188]	0.970464825630188	88.46354290825073	[0.9745844006538391]
205	1	ChatGPT 4	prompt3	0	[0.9830190539360046]	[0.9830190539360046]	0.9830190539360046	94.27366887041518	[0.9617742896080017]
206	1	ChatGPT 4	prompt3	0	[0.9177343845367432]	[0.9371033310890198]	0.92731773853302	71.3160690491461	[0.9213322401046753]
207	1	ChatGPT 4	prompt3	0	[0.9350051879882812]	[0.9564419984817505]	0.9456021189689636	86.53111463573524	[0.9328785538673401]
208	1	ChatGPT 4	prompt3	0	[0.9385669827461243]	[0.9597117304801941]	0.949021577835083	87.00665868602285	[0.9269314408302307]
209	1	ChatGPT 4	prompt3	0	[1.0]	[1.0]	1.0	100.0	[0.9901397824287415]
210	1	ChatGPT 4	prompt3	0	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
211	1	ChatGPT 4	prompt3	0	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
212	1	ChatGPT 4	prompt3	0	[0.8069143295288086]	[0.8432155847549438]	0.8246656656265259	54.250158043481235	[0.8428489565849304]
213	1	ChatGPT 4	prompt3	0	[0.8057736158370972]	[0.7599391341209412]	0.7821854948997498	37.54367293463398	[0.6907839179039001]
214	1	ChatGPT 4	prompt3	0	[0.8512664437294006]	[0.8832947015762329]	0.8669848442077637	41.47278913638714	[0.6715637445449829]
215	1	ChatGPT 4	prompt3	0	[0.9644705057144165]	[0.9526711702346802]	0.9585345387458801	88.34939395476782	[0.91374272108078]
216	1	ChatGPT 4	prompt3	0	[0.8855957388877869]	[0.8782284259796143]	0.8818966746330261	65.88856890110705	[0.8973721861839294]
217	1	ChatGPT 4	prompt3	0	[0.8512664437294006]	[0.8832947015762329]	0.8669848442077637	41.47278913638714	[0.6715637445449829]
218	1	ChatGPT 4	prompt3	0	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9922457933425903]
219	1	ChatGPT 4	prompt3	0	[0.819337010383606]	[0.7709434032440186]	0.7944039106369019	19.606028646367022	[0.7333870530128479]
220	1	ChatGPT 4	prompt3	0	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9827466607093811]
221	1	ChatGPT 4	prompt3	0	[0.8763319253921509]	[0.8389758467674255]	0.8572471737861633	37.24378826549468	[0.8041785955429077]
222	1	ChatGPT 4	prompt3	0	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
223	1	ChatGPT 4	prompt3	0	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
224	1	ChatGPT 4	prompt3	0	[0.8543023467063904]	[0.8685837984085083]	0.8613839149475098	61.832320445964896	[0.8609930872917175]
225	1	ChatGPT 4	prompt3	0	[0.8511379361152649]	[0.8672602772712708]	0.8591234683990479	64.4088006278638	[0.8950720429420471]
226	1	ChatGPT 4	prompt3	0	[1.0]	[1.0]	1.0	100.0	[0.9866815805435181]
227	1	ChatGPT 4	prompt3	0	[1.0]	[1.0]	1.0	100.0	[0.9891265630722046]
228	1	ChatGPT 4	prompt3	0	[0.688366711139679]	[0.7112244963645935]	0.6996089220046997	38.17555336583413	[0.82602459192276]
229	1	ChatGPT 4	prompt3	0	[0.9999998807907104]	[0.9999998807907104]	0.9999998807907104	100.0	[0.9898729920387268]
230	1	ChatGPT 4	prompt3	0	[0.9999998807907104]	[0.9999998807907104]	0.9999998807907104	100.0	[0.9905000329017639]
231	1	ChatGPT 4	prompt3	0	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
232	1	ChatGPT 4	prompt3	0	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
233	1	ChatGPT 4	prompt3	0	[0.9222905039787292]	[0.8441290259361267]	0.8814805150032043	48.55294506589449	[0.8780743479728699]
234	1	ChatGPT 4	prompt3	0	[0.8322232961654663]	[0.8655235767364502]	0.8485468626022339	49.42957034115297	[0.8114193081855774]
235	1	ChatGPT 4	prompt3	0	[0.8512664437294006]	[0.8832947015762329]	0.8669848442077637	41.47278913638714	[0.6715637445449829]
236	1	ChatGPT 4	prompt3	0	[0.8015859127044678]	[0.7921006679534912]	0.7968150973320007	45.688038008726984	[0.8600417375564575]
237	1	ChatGPT 4	prompt3	0	[0.8076528310775757]	[0.8150529861450195]	0.8113360404968262	54.55906550091505	[0.8752732872962952]
238	1	ChatGPT 4	prompt3	0	[1.0]	[1.0]	1.0	100.0	[0.9924197196960449]
239	1	ChatGPT 4	prompt3	0	[0.9636726379394531]	[0.9417636394500732]	0.952592134475708	80.81804351443806	[0.9778714179992676]
240	1	ChatGPT 4	prompt3	0	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
241	1	ChatGPT 4	prompt3	0	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
242	1	ChatGPT 4	prompt3	0	[0.8543023467063904]	[0.8685837984085083]	0.8613839149475098	61.832320445964896	[0.8613396883010864]
243	1	ChatGPT 4	prompt3	0	[0.9430810213088989]	[0.9235898852348328]	0.9332337379455566	80.38349038147028	[0.9747996926307678]
244	1	ChatGPT 4	prompt3	0	[1.0]	[1.0]	1.0	100.0	[0.9866815805435181]
245	1	ChatGPT 4	prompt3	0	[1.0]	[1.0]	1.0	100.0	[0.9891265630722046]
246	1	ChatGPT 4	prompt3	0	[0.688366711139679]	[0.7112244963645935]	0.6996089220046997	38.17555336583413	[0.82602459192276]
247	1	ChatGPT 4	prompt3	0	[0.9999998807907104]	[0.9999998807907104]	0.9999998807907104	100.0	[0.9898729920387268]
248	1	ChatGPT 4	prompt3	0	[0.9999998807907104]	[0.9999998807907104]	0.9999998807907104	100.0	[0.9905000329017639]
249	1	ChatGPT 4	prompt3	0	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
250	1	ChatGPT 4	prompt3	0	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
251	1	ChatGPT 4	prompt3	0	[0.7961407899856567]	[0.7420105338096619]	0.768123209476471	16.823511214503945	[0.8660023212432861]
252	1	ChatGPT 4	prompt3	0	[0.701714813709259]	[0.6832284927368164]	0.692348301410675	22.307691356135834	[0.5545452237129211]
253	1	ChatGPT 4	prompt3	0	[0.8857085108757019]	[0.803007960319519]	0.8423332571983337	46.22426730176962	[0.8800676465034485]
254	1	ChatGPT 4	prompt3	0	[0.8799692988395691]	[0.7952302098274231]	0.8354565501213074	46.92208694035156	[0.8656558990478516]
255	1	ChatGPT 4	prompt3	0	[0.7760748863220215]	[0.672862708568573]	0.7207926511764526	27.025978365337327	[0.635461151599884]
